model,pk,fields,source_file,id,name,slug,description,short_description,email,phone,website,address,city_name,country_name,postal_code,latitude,longitude,category_name,plan,status,featured,verified,meta_title,meta_description,keywords,views_count,clicks_count,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,created_at,updated_at,published_at
,,,businesses_20251027_113824.csv,5b442898-4c31-466b-9763-8446eef329e6,28 RUEDAS,28-ruedas,Professional auto parts store services.,,info@28ruedas.com,671 39 21 25,,"C/ de la Remunta, 18, Poblados Marítimos, 46011 València, Valencia, Spain",Valencia,Spain,,39.474168,-0.328315,Retail,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:45:34.586081+00:00,2025-10-06T12:45:34.586081+00:00,2025-10-06T12:45:34.585077+00:00
,,,businesses_20251027_113824.csv,8500a62f-6162-4d7c-b707-df15380d0cc9,28 Vintage Clothing Friperie Thrift store,28-vintage-clothing-friperie-thrift-store,Professional clothing store services.,,info@28vintageclothingfriperiethriftstore.com,664 21 22 29,https://www.instagram.com/28vintagemadrid/,"C. de Embajadores, 6, Centro, 28012 Madrid, Spain",Madrid,Spain,,40.410368,-3.70682,Fashion Boutiques,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:16:59.512239+00:00,2025-10-06T12:16:59.512239+00:00,2025-10-06T12:16:59.512239+00:00
,,,businesses_20251027_113824.csv,3bf54c8c-0697-4796-8ee9-44bb2bb2f309,2D Cafe Always Together,2d-cafe-always-together,Professional cafe services.,,info@2dcafealwaystogether.com,,https://cafealwaystogether.de/,"Große Hamburger Str. 24, 10115 Berlin, Germany",Berlin,Germany,,52.524042,13.399644,Cafés & Coffee,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:06:56.666856+00:00,2025-10-06T12:06:56.666856+00:00,2025-10-06T12:06:56.665863+00:00
,,,businesses_20251027_113824.csv,abca34a8-0eb9-45fe-8c96-a4408abad7a9,3001 Kino,3001-kino,Professional movie theater services.,,info@3001kino.com,040 437679,http://www.3001-kino.de/,"Schanzenstraße 75, 20357 Hamburg, Germany",Hamburg,Germany,,53.562104,9.965696,Cinemas,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:15:40.466759+00:00,2025-10-06T12:15:40.466759+00:00,2025-10-06T12:15:40.466759+00:00
,,,businesses_20251027_113824.csv,503227b0-f180-4618-b89c-a8420882ea7d,360 Consulting GmbH Berlin,360-consulting-gmbh-berlin,Professional consultant services.,,info@360consultinggmbhberlin.com,030 23257384,,"Tor4, Haus5, Thiemannstraße 1, 12059 Berlin, Germany",Berlin,Germany,,52.479079,13.451805,Business Consultants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:08:11.673214+00:00,2025-10-06T12:08:11.673214+00:00,2025-10-06T12:08:11.673214+00:00
,,,businesses_20251027_113824.csv,b04e4ca8-c653-4270-870a-c25e03542107,36Rooms,36rooms,"Townhouse offering simple dorms & private rooms with free Wi-Fi, plus a kitchen & a TV lounge.",,info@36rooms.com,030 53086398,http://www.36rooms.com/,"Spreewaldpl. 8, 10999 Berlin, Germany",Berlin,Germany,,52.498608,13.430919,Hostels,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:07:06.993968+00:00,2025-10-06T12:07:06.993968+00:00,2025-10-06T12:07:06.993968+00:00
,,,businesses_20251027_113824.csv,dfce44de-1bca-4af7-84c8-f465bfe4cb71,3f auto services,3f-auto-services,Professional car repair services.,,info@3fautoservices.com,07 49 90 22 38,http://www.3fautoservices.com/,"111 Av. Victor Hugo, 75016 Paris, France",Paris,France,,48.86827,2.283163,Auto Repair,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:46:54.795161+00:00,2025-10-06T12:46:54.795161+00:00,2025-10-06T12:46:54.795161+00:00
,,,businesses_20251027_113824.csv,deb60435-8ab9-4106-8a03-2f4d9164cf95,400 Grados Pizza,400-grados-pizza,"Modern pizzeria with create-your-own options, firing pies in a pared-down locale with a chill vibe.",,info@400gradospizza.com,627 08 69 40,http://www.400pizza.com/,"Calle de María de Molina, 30, Salamanca, 28006 Madrid, Spain",Madrid,Spain,,40.43755,-3.684483,Pizza Restaurants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:16:44.867821+00:00,2025-10-06T12:16:44.867821+00:00,2025-10-06T12:16:44.867821+00:00
,,,businesses_20251027_113824.csv,64a24d6e-c5d3-4841-a16a-b3276c21c65c,43 The Spa,43-the-spa,Professional spa services.,,info@43thespa.com,,https://www.ritzcarlton.com/en/hotels/bcnrz-hotel-arts-barcelona/spa/?scid=feed67b0-9a2f-4de1-8df6-114544116108,"Carrer de la Marina, 19, 21, Ciutat Vella, 08005 Barcelona, Spain",Barcelona,Spain,,41.386681,2.196172,Spas,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:44:36.331327+00:00,2025-10-06T12:44:36.331327+00:00,2025-10-06T12:44:36.331327+00:00
,,,businesses_20251027_113824.csv,c85fce82-d8c2-4033-beb2-08d64ae657e0,4S Shoes,4s-shoes,Professional shoe store services.,,info@4sshoes.com,650 90 19 02,http://www.fours.es/,"Carrer Gran de Gràcia, 26, Gràcia, 08012 Barcelona, Spain",Barcelona,Spain,,41.398573,2.157115,Shoe Stores,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:25:57.742052+00:00,2025-10-06T12:25:57.742052+00:00,2025-10-06T12:25:57.741055+00:00
,,,businesses_20251027_113824.csv,88bdcce1-603a-4a00-ab02-3e6bd413925b,53 ° Hamburg | Store | CMD,53-hamburg-store-cmd,Professional clothing store services.,,info@53hamburgstorecmd.com,040 35738704,https://53grad-hamburg.de/,"Am Kaiserkai 45 Dalmannkai Treppen (Promenade an der Elbe, Am Kaiserkai 45, 20457 Hamburg, Germany",Hamburg,Germany,,53.540967,9.988194,Fashion Boutiques,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:15:16.389641+00:00,2025-10-06T12:15:16.389641+00:00,2025-10-06T12:15:16.389641+00:00
,,,businesses_20251027_113824.csv,e92e1eac-a911-4f80-8213-028118157e97,56Paris Real Estate,56paris-real-estate,Professional real estate agency services.,,info@56parisrealestate.com,(917) 746-8056,https://www.56paris.com/,"56 Rue de Verneuil, 75007 Paris, France",Paris,France,,48.858747,2.327205,Real Estate Agencies,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:46:59.695981+00:00,2025-10-06T12:46:59.695981+00:00,2025-10-06T12:46:59.695981+00:00
,,,businesses_20251027_113824.csv,ad03ef17-e06e-4458-b1ce-0afc836b94fe,5AM,5am,Professional consultant services.,,info@5am.com,01573 0414422,https://five-am.com/,"Hegestraße 40/2. OG, 20251 Hamburg, Germany",Hamburg,Germany,,53.58326,9.982221,Business Consultants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:15:48.014385+00:00,2025-10-06T12:15:48.014385+00:00,2025-10-06T12:15:48.013385+00:00
,,,businesses_20251027_113824.csv,8c349b73-d4ed-44a5-93f7-c33ae58bedbd,60 Seconds to napoli | Hamburg,60-seconds-to-napoli-hamburg,Professional restaurant services.,,info@60secondstonapolihamburg.com,,https://60secondstonapoli.de/,"Großer Burstah 1-3, 20457 Hamburg, Germany",Hamburg,Germany,,53.54869,9.99123,Restaurant,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:09:39.047845+00:00,2025-10-06T12:09:39.047845+00:00,2025-10-06T12:09:39.047845+00:00
,,,businesses_20251027_113824.csv,87247e76-015c-4996-a22d-8aceeeee6d19,60 seconds to napoli,60-seconds-to-napoli,Traditional wood-fired pizzas with creative toppings in a casual restaurant featuring a full bar.,,info@60secondstonapoli.com,030 47009602,https://60secondstonapoli.de/,"Oderberger Str. 61, 10435 Berlin, Germany",Berlin,Germany,,52.537714,13.411254,Pizza Restaurants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T11:59:06.649849+00:00,2025-10-06T11:59:06.649849+00:00,2025-10-06T11:59:06.648842+00:00
,,,businesses_20251027_113824.csv,3902860c-0cb9-45e5-9ac6-b2e134eaef66,7VB Café,7vb-cafe,Professional coffee shop services.,,info@7vbcafe.com,,https://www.7vbcafe.fr/,"9 Rue Caisserie, 13002 Marseille, France",Marseille,France,,43.297139,5.368863,Retail,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T13:02:49.084437+00:00,2025-10-06T13:02:49.084437+00:00,2025-10-06T13:02:49.083436+00:00
,,,businesses_20251027_113824.csv,f24a89f5-403e-4df6-ae19-44fc36c6997e,95 ART GALLERY,95-art-gallery,Professional art gallery services.,,info@95artgallery.com,,https://instagram.com/95artgallery,"C. de Álvarez Abellán, 23, Carabanchel, 28025 Madrid, Spain",Madrid,Spain,,40.38512,-3.731646,Art Galleries,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:25:27.151576+00:00,2025-10-06T12:25:27.151576+00:00,2025-10-06T12:25:27.150582+00:00
,,,businesses_20251027_113824.csv,e3b38b65-2163-404d-a202-3dd6549b54eb,://about blank,about-blank,"Industrial-style nightclub featuring techno & house DJ sets, plus a leafy garden.",,info@aboutblank.com,,http://www.aboutblank.li/,"Markgrafendamm 24c, 10245 Berlin, Germany",Berlin,Germany,,52.502532,13.466373,Entertainment & Nightlife,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:26:53.889562+00:00,2025-10-06T12:26:53.889562+00:00,2025-10-06T12:26:53.889562+00:00
,,,businesses_20251027_113824.csv,d4be620f-9cf9-4238-b0f2-27505a6a74a4,A Casa Martínez B&B,a-casa-martinez-bb,Relaxed rooms with minifridges in a low-key bed-and-breakfast offering bike rentals & Wi-Fi.,,info@acasamartinezbb.com,674 14 60 07,https://www.acasamartinez.com/?utm_source=Google%20my%20business&utm_medium=GMB&utm_campaign=GMB&utm_term=location&utm_content=location,"Av. del Regne de València, 57, L'Eixample, 46005 València, Valencia, Spain",Valencia,Spain,,39.463447,-0.365659,Bed & Breakfasts,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:45:03.030856+00:00,2025-10-06T12:45:03.030856+00:00,2025-10-06T12:45:03.029856+00:00
,,,businesses_20251027_113824.csv,ea020f3c-c44b-4afd-8a6d-3dc2ba48f721,A J Reparaciones del Automóvil,a-j-reparaciones-del-automovil,Professional car repair services.,,info@ajreparacionesdelautomovil.com,653 85 11 94,,"C. Nestares, 10, Arganzuela, 28045 Madrid, Spain",Madrid,Spain,,40.386549,-3.692445,Auto Repair,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:25:11.593139+00:00,2025-10-06T12:25:11.593139+00:00,2025-10-06T12:25:11.593139+00:00
,,,businesses_20251027_113824.csv,a890ad96-aea3-49db-bb0e-c9239eb81d94,A Mano,a-mano,"Refined choice serving Italian staples such as pasta, fish & meat plates, plus a robust wine list.",,info@amano.com,030 95598243,http://www.amano-ristorante.de/,"Strausberger Pl. 2, 10243 Berlin, Germany",Berlin,Germany,,52.519392,13.427386,Italian Restaurants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T11:58:37.889102+00:00,2025-10-06T11:58:37.889102+00:00,2025-10-06T11:58:37.888579+00:00
,,,businesses_20251027_113824.csv,8ea770c0-1958-47eb-84a9-1085c746bc5b,A huevo - Restaurant a València,a-huevo-restaurant-a-valencia,"Bright, modern option with a creative menu emphasizing eggs & egg-based ingredients.",,info@ahuevorestaurantavalencia.com,963 28 40 66,https://www.ahuevorestaurante.com/?source=google-my-business,"C. de Salamanca, 28, bajo izquierda, Ensanche, 46005 Valencia, Spain",Valencia,Spain,,39.465777,-0.36405,Restaurant,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:44:53.344675+00:00,2025-10-06T12:44:53.344675+00:00,2025-10-06T12:44:53.344675+00:00
,,,businesses_20251027_113824.csv,5ab95081-f6e7-4569-8fdb-7941f8d485a6,A room at Montmartre,a-room-at-montmartre,Professional bed and breakfast services.,,info@aroomatmontmartre.com,06 82 84 65 28,http://www.chambre-montmartre.com/,"18 Rue Gabrielle, 75018 Paris, France",Paris,France,,48.885808,2.340704,Bed & Breakfasts,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:46:42.719765+00:00,2025-10-06T12:46:42.719765+00:00,2025-10-06T12:46:42.719206+00:00
,,,businesses_20251027_113824.csv,66ec2f9a-4045-4e53-a34a-7203571d87ba,A&D Consulting,ad-consulting,Professional consultant services.,,info@adconsulting.com,040 468988640,http://www.a-dconsulting.de/,"Helbingstraße 66, 22047 Hamburg, Germany",Hamburg,Germany,,53.586473,10.0981,Business Consultants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:15:49.856948+00:00,2025-10-06T12:15:49.856948+00:00,2025-10-06T12:15:49.856948+00:00
,,,businesses_20251027_113824.csv,43fcd513-27c8-4189-aece-3fc20f8f944c,A&D MOTORCYCLE VALLECAS,ad-motorcycle-vallecas,Professional store services.,,info@admotorcyclevallecas.com,910 07 31 70,,"C. de Felisa Méndez, 5, Puente de Vallecas, 28053 Madrid, Spain",Madrid,Spain,,40.393346,-3.670266,Retail,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:25:37.316996+00:00,2025-10-06T12:25:37.316996+00:00,2025-10-06T12:25:37.315996+00:00
,,,businesses_20251027_113824.csv,53c7f0c1-f241-448e-9f90-e508b5a96659,A. Lacroix Pâtissier,a-lacroix-patissier,"Specialty coffees, sweet pastries & savory treats in a hip cafe with views of Notre-Dame cathedral.",,info@alacroixpatissier.com,01 74 64 14 86,http://www.alacroixparis.com/,"11 Quai de Montebello, 75005 Paris, France",Paris,France,,48.851731,2.349436,Pastry Shops,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:46:40.150171+00:00,2025-10-06T12:46:40.150171+00:00,2025-10-06T12:46:40.150171+00:00
,,,businesses_20251027_113824.csv,e0f44926-aa77-4574-b8f9-ff3e1a07017b,A.M.A. Seguros,ama-seguros,Professional insurance agency services.,,info@amaseguros.com,963 94 08 22,https://www.amaseguros.com/oficinas/valencia,"Pl. d'Amèrica, 6, L'Eixample, 46004 València, Valencia, Spain",Valencia,Spain,,39.471204,-0.365828,Insurance Agencies,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:45:19.779186+00:00,2025-10-06T12:45:19.779186+00:00,2025-10-06T12:45:19.777610+00:00
,,,businesses_20251027_113824.csv,11544fd4-679f-4f32-b539-5791c95d1812,A.S.H. Automobile GmbH,ash-automobile-gmbh,Professional car dealer services.,,info@ashautomobilegmbh.com,040 66857099,https://autosalon-hh.de/,"Poppenbütteler Bogen 32, 22399 Hamburg, Germany",Hamburg,Germany,,53.670527,10.069388,Car Dealers,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:15:44.053870+00:00,2025-10-06T12:15:44.053870+00:00,2025-10-06T12:15:44.053870+00:00
,,,businesses_20251027_113824.csv,4d5939e5-1037-4229-9693-0ec3cb089649,A.T.T.-Tiedemann-Motorräder e.Kfm.,att-tiedemann-motorrader-ekfm,Professional store services.,,info@atttiedemannmotorraderekfm.com,030 80603326,http://www.attberlin.de/,"Otto-Erich-Straße 10B, 14109 Berlin, Germany",Berlin,Germany,,52.41744,13.14271,Retail,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:10:51.556771+00:00,2025-10-06T12:10:51.556771+00:00,2025-10-06T12:10:51.555766+00:00
,,,businesses_20251027_113824.csv,9599b90b-c0a4-458c-b3a5-8c40b078b6bf,A1 Paris Apartments,a1-paris-apartments,Professional real estate agency services.,,info@a1parisapartments.com,01 86 26 02 04,https://www.a1realestate.paris/,"15 Rue Chapon, 75003 Paris, France",Paris,France,,48.863303,2.356428,Real Estate Agencies,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:46:59.545361+00:00,2025-10-06T12:46:59.545361+00:00,2025-10-06T12:46:59.545361+00:00
,,,businesses_20251027_113824.csv,cd549dbf-0e83-4f0a-97f3-d80d5b186c00,AB APARTMENT BARCELONA - Empresa Gestora de Apartamentos Turísticos y de Temporada en Barcelona,ab-apartment-barcelona-empresa-gestora-de-apartamentos-turisticos-y-de-temporada-en-barcelona,Professional real estate agency services.,,info@abapartmentbarcelonaempresagestoradeapartamentosturisticosydetemporadaenbarcelona.com,934 81 35 77,https://www.apartmentbarcelona.com/,"Gran Via de les Corts Catalanes, 558, Bajos, Eixample, 08011 Barcelona, Spain",Barcelona,Spain,,41.383349,2.160854,Real Estate Agencies,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:25:53.814410+00:00,2025-10-06T12:25:53.814410+00:00,2025-10-06T12:25:53.814410+00:00
,,,businesses_20251027_113824.csv,d364ca99-2d81-4833-99f2-e18ddd2bfd0a,ABANIC,abanic,Professional spanish restaurant services.,,info@abanic.com,602 49 12 94,https://reservation.dish.co/widget/hydra-f784ff55-a585-48a8-8343-48eaf7885b96,"Carrer del Rosselló, 207, Eixample, 08008 Barcelona, Spain",Barcelona,Spain,,41.392773,2.15643,Asian Restaurants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:25:41.572739+00:00,2025-10-06T12:25:41.572739+00:00,2025-10-06T12:25:41.572739+00:00
,,,businesses_20251027_113824.csv,e2b5511c-9f9e-4ddf-b4d9-ba98ebc49462,ABC Gran Turia,abc-gran-turia,Professional movie theater services.,,info@abcgranturia.com,963 79 33 66,http://www.cinesabc.com/,"Plaza Europa, s/n, 46950 Xirivella, Valencia, Spain",Valencia,Spain,,39.465374,-0.414396,Cinemas,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:45:30.329675+00:00,2025-10-06T12:45:30.329675+00:00,2025-10-06T12:45:30.329675+00:00
,,,businesses_20251027_113824.csv,b1404718-664b-40b2-a632-7bca9eca1e2b,ACA Auditores,aca-auditores,Professional consultant services.,,info@acaauditores.com,915 47 01 79,http://www.acaauditores.es/,"C. de Serrano, 78, 2º B, Salamanca, 28006 Madrid, Spain",Madrid,Spain,,40.431021,-3.686609,Business Consultants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:25:15.418384+00:00,2025-10-06T12:25:15.418384+00:00,2025-10-06T12:25:15.417374+00:00
,,,businesses_20251027_113824.csv,049cbdec-4a0f-45b1-9a5e-723234d5c2a4,ACCOMPANY Spain,accompany-spain,Professional consultant services.,,info@accompanyspain.com,,http://www.accompany.es/,"Carrer de París, 162 - 164, L'Eixample, 08036 Barcelona, Spain",Barcelona,Spain,,41.392146,2.151633,Business Consultants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:44:30.854153+00:00,2025-10-06T12:44:30.854153+00:00,2025-10-06T12:44:30.852905+00:00
,,,businesses_20251027_113824.csv,d75b948f-bfe1-4176-a087-c49900b1be8e,ACCOUNT FOR,account-for,Professional consultant services.,,info@accountfor.com,04 91 87 53 45,http://www.accountfor.fr/,"immeuble le Woodstock, 67 Mnt de Saint-Menet, 13011 Marseille, France",Marseille,France,,43.291353,5.495278,Business Consultants,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T13:03:05.176523+00:00,2025-10-06T13:03:05.176523+00:00,2025-10-06T13:03:05.175525+00:00
,,,businesses_20251027_113824.csv,d605d6f7-ed46-47f4-bb5d-b87848e8098b,AD Garage Expert DES SAULES - ETS CLEMENT AUTOMOBILES,ad-garage-expert-des-saules-ets-clement-automobiles,Professional car repair services.,,info@adgarageexpertdessaulesetsclementautomobiles.com,05 61 52 06 82,https://www.ad.fr/garage/garage-des-saules-ets-clement-automobiles?utm_campaign=google_my_business&utm_medium=organic&utm_source=google,"25 Rue des Saules, 31400 Toulouse, France",Toulouse,France,,43.586063,1.441945,Auto Repair,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T13:03:26.007555+00:00,2025-10-06T13:03:26.007555+00:00,2025-10-06T13:03:26.007555+00:00
,,,businesses_20251027_113824.csv,0bd18ee1-27be-4db3-a2f5-bd6e41a29130,AD Garage Expert GOMEZ (31000),ad-garage-expert-gomez-31000,Professional car repair services.,,info@adgarageexpertgomez31000.com,05 61 21 81 15,https://www.ad.fr/garage/garage-ad-expert-garage-gomez-31000?utm_campaign=google_my_business&utm_medium=organic&utm_source=google,"3 Rue Edmond de Planet, 31000 Toulouse, France",Toulouse,France,,43.607179,1.426539,Auto Repair,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T13:03:26.053201+00:00,2025-10-06T13:03:26.053201+00:00,2025-10-06T13:03:26.053201+00:00
,,,businesses_20251027_113824.csv,4fb81978-772a-4e43-8c52-bfc687190846,ADEN Immobilien,aden-immobilien,Professional real estate agency services.,,info@adenimmobilien.com,030 220661177,https://aden-immo.com/,"Giesebrechtstraße 16, 10629 Berlin, Germany",Berlin,Germany,,52.502312,13.310025,Real Estate Agencies,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:07:34.514857+00:00,2025-10-06T12:07:34.514857+00:00,2025-10-06T12:07:34.514345+00:00
,,,businesses_20251027_113824.csv,956c6224-3fc3-4c5f-bc80-a1fe579e110a,AESA Prep Academy of Barcelona,aesa-prep-academy-of-barcelona,Professional school services.,,info@aesaprepacademyofbarcelona.com,638 67 80 93,http://aesaprepbarcelona.com/,"Carrer de Montevideo, 31, Sarrià-Sant Gervasi, 08034 Barcelona, Spain",Barcelona,Spain,,41.397227,2.112636,Schools,free,active,False,True,,,,0.0,0.0,,,,,,,,2025-10-06T12:44:38.224190+00:00,2025-10-06T12:44:38.224190+00:00,2025-10-06T12:44:38.224190+00:00
