external_id,source,source_url,name,legal_name,description,category_primary,category_secondary,tags,website,email,phone,address_line1,address_line2,postal_code,city,region,country_code,country,latitude,longitude,facebook,instagram,linkedin,logo_url,image_url,opening_hours,status,verified,notes,created_at,updated_at
5b442898-4c31-466b-9763-8446eef329e6,real_businesses_data,,28 RUEDAS,,Professional auto parts store services.,,,,,info@28ruedas.com,671 39 21 25,"C/ de la Remunta, 18, Poblados Marítimos, 46011 València, Valencia, Spain",,,,,,,39.474168,-0.328315,,,,,,,active,True,,2025-10-06T12:45:34.586081+00:00,2025-10-06T12:45:34.586081+00:00
8500a62f-6162-4d7c-b707-df15380d0cc9,real_businesses_data,,28 Vintage Clothing Friperie Thrift store,,Professional clothing store services.,,,,https://www.instagram.com/28vintagemadrid/,info@28vintageclothingfriperiethriftstore.com,664 21 22 29,"C. de Embajadores, 6, Centro, 28012 Madrid, Spain",,,,,,,40.410368,-3.70682,,,,,,,active,True,,2025-10-06T12:16:59.512239+00:00,2025-10-06T12:16:59.512239+00:00
3bf54c8c-0697-4796-8ee9-44bb2bb2f309,real_businesses_data,,2D Cafe Always Together,,Professional cafe services.,,,,https://cafealwaystogether.de/,info@2dcafealwaystogether.com,,"Große Hamburger Str. 24, 10115 Berlin, Germany",,,,,,,52.524042,13.399644,,,,,,,active,True,,2025-10-06T12:06:56.666856+00:00,2025-10-06T12:06:56.666856+00:00
abca34a8-0eb9-45fe-8c96-a4408abad7a9,real_businesses_data,,3001 Kino,,Professional movie theater services.,,,,http://www.3001-kino.de/,info@3001kino.com,040 437679,"Schanzenstraße 75, 20357 Hamburg, Germany",,,,,,,53.562104,9.965696,,,,,,,active,True,,2025-10-06T12:15:40.466759+00:00,2025-10-06T12:15:40.466759+00:00
503227b0-f180-4618-b89c-a8420882ea7d,real_businesses_data,,360 Consulting GmbH Berlin,,Professional consultant services.,,,,,info@360consultinggmbhberlin.com,030 23257384,"Tor4, Haus5, Thiemannstraße 1, 12059 Berlin, Germany",,,,,,,52.479079,13.451805,,,,,,,active,True,,2025-10-06T12:08:11.673214+00:00,2025-10-06T12:08:11.673214+00:00
b04e4ca8-c653-4270-870a-c25e03542107,real_businesses_data,,36Rooms,,"Townhouse offering simple dorms & private rooms with free Wi-Fi, plus a kitchen & a TV lounge.",,,,http://www.36rooms.com/,info@36rooms.com,030 53086398,"Spreewaldpl. 8, 10999 Berlin, Germany",,,,,,,52.498608,13.430919,,,,,,,active,True,,2025-10-06T12:07:06.993968+00:00,2025-10-06T12:07:06.993968+00:00
dfce44de-1bca-4af7-84c8-f465bfe4cb71,real_businesses_data,,3f auto services,,Professional car repair services.,,,,http://www.3fautoservices.com/,info@3fautoservices.com,07 49 90 22 38,"111 Av. Victor Hugo, 75016 Paris, France",,,,,,,48.86827,2.283163,,,,,,,active,True,,2025-10-06T12:46:54.795161+00:00,2025-10-06T12:46:54.795161+00:00
deb60435-8ab9-4106-8a03-2f4d9164cf95,real_businesses_data,,400 Grados Pizza,,"Modern pizzeria with create-your-own options, firing pies in a pared-down locale with a chill vibe.",,,,http://www.400pizza.com/,info@400gradospizza.com,627 08 69 40,"Calle de María de Molina, 30, Salamanca, 28006 Madrid, Spain",,,,,,,40.43755,-3.684483,,,,,,,active,True,,2025-10-06T12:16:44.867821+00:00,2025-10-06T12:16:44.867821+00:00
64a24d6e-c5d3-4841-a16a-b3276c21c65c,real_businesses_data,,43 The Spa,,Professional spa services.,,,,https://www.ritzcarlton.com/en/hotels/bcnrz-hotel-arts-barcelona/spa/?scid=feed67b0-9a2f-4de1-8df6-114544116108,info@43thespa.com,,"Carrer de la Marina, 19, 21, Ciutat Vella, 08005 Barcelona, Spain",,,,,,,41.386681,2.196172,,,,,,,active,True,,2025-10-06T12:44:36.331327+00:00,2025-10-06T12:44:36.331327+00:00
c85fce82-d8c2-4033-beb2-08d64ae657e0,real_businesses_data,,4S Shoes,,Professional shoe store services.,,,,http://www.fours.es/,info@4sshoes.com,650 90 19 02,"Carrer Gran de Gràcia, 26, Gràcia, 08012 Barcelona, Spain",,,,,,,41.398573,2.157115,,,,,,,active,True,,2025-10-06T12:25:57.742052+00:00,2025-10-06T12:25:57.742052+00:00
88bdcce1-603a-4a00-ab02-3e6bd413925b,real_businesses_data,,53 ° Hamburg | Store | CMD,,Professional clothing store services.,,,,https://53grad-hamburg.de/,info@53hamburgstorecmd.com,040 35738704,"Am Kaiserkai 45 Dalmannkai Treppen (Promenade an der Elbe, Am Kaiserkai 45, 20457 Hamburg, Germany",,,,,,,53.540967,9.988194,,,,,,,active,True,,2025-10-06T12:15:16.389641+00:00,2025-10-06T12:15:16.389641+00:00
e92e1eac-a911-4f80-8213-028118157e97,real_businesses_data,,56Paris Real Estate,,Professional real estate agency services.,,,,https://www.56paris.com/,info@56parisrealestate.com,(917) 746-8056,"56 Rue de Verneuil, 75007 Paris, France",,,,,,,48.858747,2.327205,,,,,,,active,True,,2025-10-06T12:46:59.695981+00:00,2025-10-06T12:46:59.695981+00:00
ad03ef17-e06e-4458-b1ce-0afc836b94fe,real_businesses_data,,5AM,,Professional consultant services.,,,,https://five-am.com/,info@5am.com,01573 0414422,"Hegestraße 40/2. OG, 20251 Hamburg, Germany",,,,,,,53.58326,9.982221,,,,,,,active,True,,2025-10-06T12:15:48.014385+00:00,2025-10-06T12:15:48.014385+00:00
8c349b73-d4ed-44a5-93f7-c33ae58bedbd,real_businesses_data,,60 Seconds to napoli | Hamburg,,Professional restaurant services.,,,,https://60secondstonapoli.de/,info@60secondstonapolihamburg.com,,"Großer Burstah 1-3, 20457 Hamburg, Germany",,,,,,,53.54869,9.99123,,,,,,,active,True,,2025-10-06T12:09:39.047845+00:00,2025-10-06T12:09:39.047845+00:00
87247e76-015c-4996-a22d-8aceeeee6d19,real_businesses_data,,60 seconds to napoli,,Traditional wood-fired pizzas with creative toppings in a casual restaurant featuring a full bar.,,,,https://60secondstonapoli.de/,info@60secondstonapoli.com,030 47009602,"Oderberger Str. 61, 10435 Berlin, Germany",,,,,,,52.537714,13.411254,,,,,,,active,True,,2025-10-06T11:59:06.649849+00:00,2025-10-06T11:59:06.649849+00:00
3902860c-0cb9-45e5-9ac6-b2e134eaef66,real_businesses_data,,7VB Café,,Professional coffee shop services.,,,,https://www.7vbcafe.fr/,info@7vbcafe.com,,"9 Rue Caisserie, 13002 Marseille, France",,,,,,,43.297139,5.368863,,,,,,,active,True,,2025-10-06T13:02:49.084437+00:00,2025-10-06T13:02:49.084437+00:00
f24a89f5-403e-4df6-ae19-44fc36c6997e,real_businesses_data,,95 ART GALLERY,,Professional art gallery services.,,,,https://instagram.com/95artgallery,info@95artgallery.com,,"C. de Álvarez Abellán, 23, Carabanchel, 28025 Madrid, Spain",,,,,,,40.38512,-3.731646,,,,,,,active,True,,2025-10-06T12:25:27.151576+00:00,2025-10-06T12:25:27.151576+00:00
e3b38b65-2163-404d-a202-3dd6549b54eb,real_businesses_data,,://about blank,,"Industrial-style nightclub featuring techno & house DJ sets, plus a leafy garden.",,,,http://www.aboutblank.li/,info@aboutblank.com,,"Markgrafendamm 24c, 10245 Berlin, Germany",,,,,,,52.502532,13.466373,,,,,,,active,True,,2025-10-06T12:26:53.889562+00:00,2025-10-06T12:26:53.889562+00:00
d4be620f-9cf9-4238-b0f2-27505a6a74a4,real_businesses_data,,A Casa Martínez B&B,,Relaxed rooms with minifridges in a low-key bed-and-breakfast offering bike rentals & Wi-Fi.,,,,https://www.acasamartinez.com/?utm_source=Google%20my%20business&utm_medium=GMB&utm_campaign=GMB&utm_term=location&utm_content=location,info@acasamartinezbb.com,674 14 60 07,"Av. del Regne de València, 57, L'Eixample, 46005 València, Valencia, Spain",,,,,,,39.463447,-0.365659,,,,,,,active,True,,2025-10-06T12:45:03.030856+00:00,2025-10-06T12:45:03.030856+00:00
ea020f3c-c44b-4afd-8a6d-3dc2ba48f721,real_businesses_data,,A J Reparaciones del Automóvil,,Professional car repair services.,,,,,info@ajreparacionesdelautomovil.com,653 85 11 94,"C. Nestares, 10, Arganzuela, 28045 Madrid, Spain",,,,,,,40.386549,-3.692445,,,,,,,active,True,,2025-10-06T12:25:11.593139+00:00,2025-10-06T12:25:11.593139+00:00
a890ad96-aea3-49db-bb0e-c9239eb81d94,real_businesses_data,,A Mano,,"Refined choice serving Italian staples such as pasta, fish & meat plates, plus a robust wine list.",,,,http://www.amano-ristorante.de/,info@amano.com,030 95598243,"Strausberger Pl. 2, 10243 Berlin, Germany",,,,,,,52.519392,13.427386,,,,,,,active,True,,2025-10-06T11:58:37.889102+00:00,2025-10-06T11:58:37.889102+00:00
8ea770c0-1958-47eb-84a9-1085c746bc5b,real_businesses_data,,A huevo - Restaurant a València,,"Bright, modern option with a creative menu emphasizing eggs & egg-based ingredients.",,,,https://www.ahuevorestaurante.com/?source=google-my-business,info@ahuevorestaurantavalencia.com,963 28 40 66,"C. de Salamanca, 28, bajo izquierda, Ensanche, 46005 Valencia, Spain",,,,,,,39.465777,-0.36405,,,,,,,active,True,,2025-10-06T12:44:53.344675+00:00,2025-10-06T12:44:53.344675+00:00
5ab95081-f6e7-4569-8fdb-7941f8d485a6,real_businesses_data,,A room at Montmartre,,Professional bed and breakfast services.,,,,http://www.chambre-montmartre.com/,info@aroomatmontmartre.com,06 82 84 65 28,"18 Rue Gabrielle, 75018 Paris, France",,,,,,,48.885808,2.340704,,,,,,,active,True,,2025-10-06T12:46:42.719765+00:00,2025-10-06T12:46:42.719765+00:00
66ec2f9a-4045-4e53-a34a-7203571d87ba,real_businesses_data,,A&D Consulting,,Professional consultant services.,,,,http://www.a-dconsulting.de/,info@adconsulting.com,040 468988640,"Helbingstraße 66, 22047 Hamburg, Germany",,,,,,,53.586473,10.0981,,,,,,,active,True,,2025-10-06T12:15:49.856948+00:00,2025-10-06T12:15:49.856948+00:00
43fcd513-27c8-4189-aece-3fc20f8f944c,real_businesses_data,,A&D MOTORCYCLE VALLECAS,,Professional store services.,,,,,info@admotorcyclevallecas.com,910 07 31 70,"C. de Felisa Méndez, 5, Puente de Vallecas, 28053 Madrid, Spain",,,,,,,40.393346,-3.670266,,,,,,,active,True,,2025-10-06T12:25:37.316996+00:00,2025-10-06T12:25:37.316996+00:00
53c7f0c1-f241-448e-9f90-e508b5a96659,real_businesses_data,,A. Lacroix Pâtissier,,"Specialty coffees, sweet pastries & savory treats in a hip cafe with views of Notre-Dame cathedral.",,,,http://www.alacroixparis.com/,info@alacroixpatissier.com,01 74 64 14 86,"11 Quai de Montebello, 75005 Paris, France",,,,,,,48.851731,2.349436,,,,,,,active,True,,2025-10-06T12:46:40.150171+00:00,2025-10-06T12:46:40.150171+00:00
e0f44926-aa77-4574-b8f9-ff3e1a07017b,real_businesses_data,,A.M.A. Seguros,,Professional insurance agency services.,,,,https://www.amaseguros.com/oficinas/valencia,info@amaseguros.com,963 94 08 22,"Pl. d'Amèrica, 6, L'Eixample, 46004 València, Valencia, Spain",,,,,,,39.471204,-0.365828,,,,,,,active,True,,2025-10-06T12:45:19.779186+00:00,2025-10-06T12:45:19.779186+00:00
11544fd4-679f-4f32-b539-5791c95d1812,real_businesses_data,,A.S.H. Automobile GmbH,,Professional car dealer services.,,,,https://autosalon-hh.de/,info@ashautomobilegmbh.com,040 66857099,"Poppenbütteler Bogen 32, 22399 Hamburg, Germany",,,,,,,53.670527,10.069388,,,,,,,active,True,,2025-10-06T12:15:44.053870+00:00,2025-10-06T12:15:44.053870+00:00
4d5939e5-1037-4229-9693-0ec3cb089649,real_businesses_data,,A.T.T.-Tiedemann-Motorräder e.Kfm.,,Professional store services.,,,,http://www.attberlin.de/,info@atttiedemannmotorraderekfm.com,030 80603326,"Otto-Erich-Straße 10B, 14109 Berlin, Germany",,,,,,,52.41744,13.14271,,,,,,,active,True,,2025-10-06T12:10:51.556771+00:00,2025-10-06T12:10:51.556771+00:00
9599b90b-c0a4-458c-b3a5-8c40b078b6bf,real_businesses_data,,A1 Paris Apartments,,Professional real estate agency services.,,,,https://www.a1realestate.paris/,info@a1parisapartments.com,01 86 26 02 04,"15 Rue Chapon, 75003 Paris, France",,,,,,,48.863303,2.356428,,,,,,,active,True,,2025-10-06T12:46:59.545361+00:00,2025-10-06T12:46:59.545361+00:00
cd549dbf-0e83-4f0a-97f3-d80d5b186c00,real_businesses_data,,AB APARTMENT BARCELONA - Empresa Gestora de Apartamentos Turísticos y de Temporada en Barcelona,,Professional real estate agency services.,,,,https://www.apartmentbarcelona.com/,info@abapartmentbarcelonaempresagestoradeapartamentosturisticosydetemporadaenbarcelona.com,934 81 35 77,"Gran Via de les Corts Catalanes, 558, Bajos, Eixample, 08011 Barcelona, Spain",,,,,,,41.383349,2.160854,,,,,,,active,True,,2025-10-06T12:25:53.814410+00:00,2025-10-06T12:25:53.814410+00:00
d364ca99-2d81-4833-99f2-e18ddd2bfd0a,real_businesses_data,,ABANIC,,Professional spanish restaurant services.,,,,https://reservation.dish.co/widget/hydra-f784ff55-a585-48a8-8343-48eaf7885b96,info@abanic.com,602 49 12 94,"Carrer del Rosselló, 207, Eixample, 08008 Barcelona, Spain",,,,,,,41.392773,2.15643,,,,,,,active,True,,2025-10-06T12:25:41.572739+00:00,2025-10-06T12:25:41.572739+00:00
e2b5511c-9f9e-4ddf-b4d9-ba98ebc49462,real_businesses_data,,ABC Gran Turia,,Professional movie theater services.,,,,http://www.cinesabc.com/,info@abcgranturia.com,963 79 33 66,"Plaza Europa, s/n, 46950 Xirivella, Valencia, Spain",,,,,,,39.465374,-0.414396,,,,,,,active,True,,2025-10-06T12:45:30.329675+00:00,2025-10-06T12:45:30.329675+00:00
b1404718-664b-40b2-a632-7bca9eca1e2b,real_businesses_data,,ACA Auditores,,Professional consultant services.,,,,http://www.acaauditores.es/,info@acaauditores.com,915 47 01 79,"C. de Serrano, 78, 2º B, Salamanca, 28006 Madrid, Spain",,,,,,,40.431021,-3.686609,,,,,,,active,True,,2025-10-06T12:25:15.418384+00:00,2025-10-06T12:25:15.418384+00:00
049cbdec-4a0f-45b1-9a5e-723234d5c2a4,real_businesses_data,,ACCOMPANY Spain,,Professional consultant services.,,,,http://www.accompany.es/,info@accompanyspain.com,,"Carrer de París, 162 - 164, L'Eixample, 08036 Barcelona, Spain",,,,,,,41.392146,2.151633,,,,,,,active,True,,2025-10-06T12:44:30.854153+00:00,2025-10-06T12:44:30.854153+00:00
d75b948f-bfe1-4176-a087-c49900b1be8e,real_businesses_data,,ACCOUNT FOR,,Professional consultant services.,,,,http://www.accountfor.fr/,info@accountfor.com,04 91 87 53 45,"immeuble le Woodstock, 67 Mnt de Saint-Menet, 13011 Marseille, France",,,,,,,43.291353,5.495278,,,,,,,active,True,,2025-10-06T13:03:05.176523+00:00,2025-10-06T13:03:05.176523+00:00
d605d6f7-ed46-47f4-bb5d-b87848e8098b,real_businesses_data,,AD Garage Expert DES SAULES - ETS CLEMENT AUTOMOBILES,,Professional car repair services.,,,,https://www.ad.fr/garage/garage-des-saules-ets-clement-automobiles?utm_campaign=google_my_business&utm_medium=organic&utm_source=google,info@adgarageexpertdessaulesetsclementautomobiles.com,05 61 52 06 82,"25 Rue des Saules, 31400 Toulouse, France",,,,,,,43.586063,1.441945,,,,,,,active,True,,2025-10-06T13:03:26.007555+00:00,2025-10-06T13:03:26.007555+00:00
0bd18ee1-27be-4db3-a2f5-bd6e41a29130,real_businesses_data,,AD Garage Expert GOMEZ (31000),,Professional car repair services.,,,,https://www.ad.fr/garage/garage-ad-expert-garage-gomez-31000?utm_campaign=google_my_business&utm_medium=organic&utm_source=google,info@adgarageexpertgomez31000.com,05 61 21 81 15,"3 Rue Edmond de Planet, 31000 Toulouse, France",,,,,,,43.607179,1.426539,,,,,,,active,True,,2025-10-06T13:03:26.053201+00:00,2025-10-06T13:03:26.053201+00:00
4fb81978-772a-4e43-8c52-bfc687190846,real_businesses_data,,ADEN Immobilien,,Professional real estate agency services.,,,,https://aden-immo.com/,info@adenimmobilien.com,030 220661177,"Giesebrechtstraße 16, 10629 Berlin, Germany",,,,,,,52.502312,13.310025,,,,,,,active,True,,2025-10-06T12:07:34.514857+00:00,2025-10-06T12:07:34.514857+00:00
956c6224-3fc3-4c5f-bc80-a1fe579e110a,real_businesses_data,,AESA Prep Academy of Barcelona,,Professional school services.,,,,http://aesaprepbarcelona.com/,info@aesaprepacademyofbarcelona.com,638 67 80 93,"Carrer de Montevideo, 31, Sarrià-Sant Gervasi, 08034 Barcelona, Spain",,,,,,,41.397227,2.112636,,,,,,,active,True,,2025-10-06T12:44:38.224190+00:00,2025-10-06T12:44:38.224190+00:00
36eb27bb-3fc9-4034-9284-69eabbb010a3,real_businesses_data,,AFC Auto Fleet Control GmbH,,Professional insurance agency services.,,,,https://www.autofleetcontrol.de/,info@afcautofleetcontrolgmbh.com,040 7968600,"Valentinskamp 70, 20355 Hamburg, Germany",,,,,,,53.555986,9.983593,,,,,,,active,True,,2025-10-06T12:15:29.735834+00:00,2025-10-06T12:15:29.735834+00:00
c7b0cfaf-0fdb-403e-8e9a-bfc4bde90a28,real_businesses_data,,AGATHA Paris - LYON,,Professional jewelry store services.,,,,https://www.agatha.fr/,info@agathaparislyon.com,04 85 69 62 81,"100 Rue du Président Édouard Herriot, 69002 Lyon, France",,,,,,,45.758898,4.833841,,,,,,,active,True,,2025-10-06T13:02:36.268487+00:00,2025-10-06T13:02:36.268487+00:00
a227de34-5713-4399-84ed-2ba3eaa7452a,real_businesses_data,,AIBS ASSURANCES,,Professional insurance agency services.,,,,https://www.aibs-assurances.fr/,info@aibsassurances.com,09 82 44 41 48,"99 B Rue du Camas, 13005 Marseille, France",,,,,,,43.29611,5.395864,,,,,,,active,True,,2025-10-06T13:03:06.908271+00:00,2025-10-06T13:03:06.908271+00:00
a3cd2617-32f9-42a2-a018-9994a55ea7fc,real_businesses_data,,AIDA Books&More Valencia,,Professional book store services.,,,,http://aidabooks.org/,info@aidabooksmorevalencia.com,963 51 54 35,"C/ de Moratín, 11, Ciutat Vella, 46002 València, Valencia, Spain",,,,,,,39.471188,-0.37586,,,,,,,active,True,,2025-10-06T12:45:10.379680+00:00,2025-10-06T12:45:10.379680+00:00
efa5e9d3-c91e-42d8-a0ac-ba0ec77ee9c2,real_businesses_data,,AJ Büroservice,,Professional consultant services.,,,,https://ajburoservice.de/,info@ajburoservice.com,030 98421088,"Rykestraße 3, 10405 Berlin, Germany",,,,,,,52.534854,13.420044,,,,,,,active,True,,2025-10-06T12:07:32.596422+00:00,2025-10-06T12:07:32.596422+00:00
720917fe-5adc-42d4-80fe-962aa89d62c2,real_businesses_data,,ALBOCARS,,Professional car dealer services.,,,,https://www.albocars.net/,info@albocars.com,622 83 76 92,"Av. de l'Orxata, 49, 46120 Alboraia, Valencia, Spain",,,,,,,39.494481,-0.356425,,,,,,,active,True,,2025-10-06T12:45:33.832643+00:00,2025-10-06T12:45:33.832643+00:00
ac0c66d6-8978-4132-8830-08f6444349d4,real_businesses_data,,ALCHEMY Specialty Coffee,,Professional coffee shop services.,,,,https://alchemyspecialtycoffee.shop/,info@alchemyspecialtycoffee.com,,"C. de San Millán, 4, Centro, 28012 Madrid, Spain",,,,,,,40.411489,-3.707749,,,,,,,active,True,,2025-10-06T12:16:48.806669+00:00,2025-10-06T12:16:48.806669+00:00
16cc3a1f-9cc3-45c8-b232-f1bb96c5f69a,real_businesses_data,,ALLIANZ Lyon,,Professional insurance agency services.,,,,https://www.assurance-lyon.com/,info@allianzlyon.com,04 82 83 98 00,"21 Rue Sainte-Hélène, 69002 Lyon, France",,,,,,,45.754577,4.830643,,,,,,,active,True,,2025-10-06T13:02:43.523441+00:00,2025-10-06T13:02:43.523441+00:00
03de377d-80c2-414a-afbf-85ba5404a112,real_businesses_data,,ALMA Hair Spa Saló - Perruqueria,,Professional hair salon services.,,,,http://www.almasalon.es/,info@almahairspasaloperruqueria.com,657 71 62 22,"Carrer de Balmes, 255, Sarrià-Sant Gervasi, 08006 Barcelona, Spain",,,,,,,41.400032,2.149058,,,,,,,active,True,,2025-10-06T12:44:28.306575+00:00,2025-10-06T12:44:28.306575+00:00
f890547d-e98b-41d0-ada3-80d5b8154f77,real_businesses_data,,ALMA par Marvin Brandao Pâtisserie-Boulangerie-Chocolaterie,,Professional bakery services.,,,,https://alma-lyon6.com/,info@almaparmarvinbrandaopatisserieboulangeriechocolaterie.com,04 78 24 96 70,"17 Rue Bugeaud, 69006 Lyon, France",,,,,,,45.765975,4.843278,,,,,,,active,True,,2025-10-06T12:57:59.225959+00:00,2025-10-06T12:57:59.225959+00:00
3630cb0e-0d2c-463c-a41f-2d9abbffbf11,real_businesses_data,,"ALOHA Valencia - Poké, ensaladas & more",,Professional american restaurant services.,,,,https://healthylifehappylife.es/,info@alohavalenciapokeensaladasmore.com,960 08 85 70,"Carrer de Martínez Cubells, 6, Ciutat Vella, 46002 València, Valencia, Spain",,,,,,,39.468453,-0.374442,,,,,,,active,True,,2025-10-06T12:44:59.786043+00:00,2025-10-06T12:44:59.786043+00:00
3c666d42-9420-42ed-b7e2-eb50b2c8b574,real_businesses_data,,ALPASO SNEAKERS,,Professional shoe store services.,,,,https://www.instagram.com/alpasosneakers/,info@alpasosneakers.com,932 17 05 95,"Carrer de Marià Cubí, 41, Sarrià-Sant Gervasi, 08006 Barcelona, Spain",,,,,,,41.398526,2.150206,,,,,,,active,True,,2025-10-06T12:25:57.799880+00:00,2025-10-06T12:25:57.799880+00:00
0b60c10c-0ce6-4744-82bd-b29503715771,real_businesses_data,,ALTANA BARCELONA,,Professional consultant services.,,,,https://www.altana-barcelona.com/,info@altanabarcelona.com,,"Pg. de Gràcia, 2, L'Eixample, 08007 Barcelona, Spain",,,,,,,41.38837,2.170106,,,,,,,active,True,,2025-10-06T12:44:30.909053+00:00,2025-10-06T12:44:30.909053+00:00
3550788f-af26-4003-9996-a822ebda0bc8,real_businesses_data,,ALVATO Car Wash Sevilla,,Professional car wash services.,,,,https://alvato.com/Ciudad/centro-comercial-lagoh-parking-subterraneo/,info@alvatocarwashsevilla.com,644 81 93 61,"Av. de Palmas Altas, 1 Centro Comencial Lagoh, Párking Subterráneo, 41014 Sevilla, Spain",,,,,,,37.34274,-5.989642,,,,,,,active,True,,2025-10-06T12:46:26.150803+00:00,2025-10-06T12:46:26.150803+00:00
6550a423-b175-449c-9ca8-0db9481c721b,real_businesses_data,,AMBRENCE - Salon de coiffure,,Professional hair salon services.,,,,https://ambrence.com/,info@ambrencesalondecoiffure.com,06 37 25 39 13,"7 Rue Tolosane, 31000 Toulouse, France",,,,,,,43.599375,1.44704,,,,,,,active,True,,2025-10-06T13:03:26.920961+00:00,2025-10-06T13:03:26.920961+00:00
596cfd9e-a078-4e80-a0ab-fd2761acbfdf,real_businesses_data,,AMG Avocats,,Professional lawyer services.,,,,http://www.amgavocatsmarseille.com/,info@amgavocats.com,04 91 57 10 79,"1 Rue Haxo, 13001 Marseille, France",,,,,,,43.294687,5.376979,,,,,,,active,True,,2025-10-06T13:03:04.401539+00:00,2025-10-06T13:03:04.401539+00:00
